country_code,year,current_account_pct_gdp,gdp_usd_bn,gdp_growth_pct,inflation_avg_pct,unemployment_pct,govt_gross_debt_gdp,population_millions,source_engine
DJI,2018,14.7,2.913,4.8,0.1,,47.5,0.959,imf_datamapper_v1
DJI,2019,18.3,3.089,5.5,3.3,,41.1,0.974,imf_datamapper_v1
DJI,2020,11.7,3.144,1.2,1.8,,42.1,0.988,imf_datamapper_v1
DJI,2021,-6.6,3.393,4.4,1.2,,40.3,1.002,imf_datamapper_v1
DJI,2022,19.0,3.563,5.2,5.2,,38.3,1.016,imf_datamapper_v1
DJI,2023,18.2,3.898,6.8,1.4,,35.6,1.03,imf_datamapper_v1
DMA,2010,-15.9,0.494,0.7,2.8,,66.8,0.071,imf_datamapper_v1
DMA,2011,-7.7,0.501,-0.2,1.1,,69.7,0.07,imf_datamapper_v1
DMA,2012,-17.3,0.486,-1.1,1.4,,73.1,0.069,imf_datamapper_v1
DMA,2013,-9.9,0.498,-1.0,0.0,,73.9,0.07,imf_datamapper_v1
DMA,2014,-6.8,0.52,4.8,0.8,,71.3,0.07,imf_datamapper_v1
DMA,2015,-7.1,0.541,-2.7,-0.9,,68.2,0.071,imf_datamapper_v1
DMA,2016,-9.0,0.576,2.8,0.1,,76.9,0.071,imf_datamapper_v1
DMA,2017,-11.0,0.522,-6.6,0.3,,84.2,0.069,imf_datamapper_v1
DMA,2018,-46.7,0.555,3.5,1.0,,85.7,0.07,imf_datamapper_v1
DMA,2019,-38.1,0.612,5.5,1.5,,97.8,0.072,imf_datamapper_v1
DMA,2020,-37.0,0.504,-16.6,-0.7,,118.4,0.073,imf_datamapper_v1
DMA,2021,-33.5,0.555,6.9,1.6,,116.3,0.074,imf_datamapper_v1
DMA,2022,-27.3,0.607,5.6,7.7,,110.0,0.074,imf_datamapper_v1
DMA,2023,-40.4,0.659,4.7,4.2,,101.3,0.074,imf_datamapper_v1
DNK,2010,6.4,322.346,1.6,2.2,6.1,46.1,5.535,imf_datamapper_v1
DNK,2011,6.3,344.316,1.3,2.7,6.0,50.0,5.561,imf_datamapper_v1
DNK,2012,6.1,326.793,0.0,2.3,6.1,48.7,5.581,imf_datamapper_v1
DNK,2013,7.4,344.631,1.4,0.5,5.8,47.8,5.603,imf_datamapper_v1
DNK,2014,8.4,352.833,1.3,0.3,5.0,48.7,5.627,imf_datamapper_v1
DNK,2015,8.0,301.759,2.1,0.2,4.5,44.6,5.66,imf_datamapper_v1
DNK,2016,7.1,312.182,3.1,0.0,4.1,41.7,5.707,imf_datamapper_v1
DNK,2017,7.3,331.611,3.1,1.1,4.2,40.2,5.749,imf_datamapper_v1
DNK,2018,6.3,355.293,1.9,0.7,3.9,38.5,5.781,imf_datamapper_v1
DNK,2019,7.4,345.402,1.7,0.7,3.7,38.3,5.806,imf_datamapper_v1
DNK,2020,7.2,355.631,-1.8,0.3,4.7,45.2,5.823,imf_datamapper_v1
DNK,2021,8.5,406.11,6.5,1.9,3.6,39.6,5.84,imf_datamapper_v1
DNK,2022,11.2,400.115,0.4,8.6,2.5,33.3,5.873,imf_datamapper_v1
DNK,2023,11.0,404.652,0.6,3.4,2.8,33.0,5.933,imf_datamapper_v1
DOM,2010,-7.5,53.862,8.4,6.3,6.5,37.4,9.479,imf_datamapper_v1
DOM,2011,-7.5,58.006,3.2,8.5,7.6,39.1,9.58,imf_datamapper_v1
DOM,2012,-6.5,60.627,2.8,3.7,8.4,42.4,9.681,imf_datamapper_v1
DOM,2013,-4.1,62.631,4.9,4.8,9.2,46.8,9.785,imf_datamapper_v1
DOM,2014,-3.2,67.098,7.1,3.0,8.5,45.0,9.883,imf_datamapper_v1
DOM,2015,-1.8,71.056,7.0,0.8,7.3,44.8,9.98,imf_datamapper_v1
DOM,2016,-1.1,75.625,6.7,1.6,7.1,46.7,10.075,imf_datamapper_v1
DOM,2017,-0.2,79.153,3.9,3.3,5.5,49.5,10.169,imf_datamapper_v1
DOM,2018,-1.6,85.068,7.1,3.6,5.7,50.8,10.266,imf_datamapper_v1
DOM,2019,-1.3,89.237,4.9,1.8,6.2,53.5,10.358,imf_datamapper_v1
DOM,2020,-1.7,78.625,-7.9,3.8,5.8,71.8,10.448,imf_datamapper_v1
DOM,2021,-2.8,95.067,14.0,8.2,7.4,62.8,10.536,imf_datamapper_v1
DOM,2022,-5.8,113.813,5.2,8.8,5.3,59.6,10.622,imf_datamapper_v1
DOM,2023,-3.7,120.794,2.2,4.8,5.3,60.5,10.709,imf_datamapper_v1
DZA,2010,6.8,177.785,4.8,3.9,10.0,9.5,35.978,imf_datamapper_v1
DZA,2011,9.1,218.332,3.0,4.5,10.0,8.5,36.717,imf_datamapper_v1
DZA,2012,5.4,227.144,2.4,8.9,11.0,8.6,37.495,imf_datamapper_v1
DZA,2013,0.4,229.701,2.6,3.3,9.8,6.5,38.297,imf_datamapper_v1
DZA,2014,-3.9,238.943,4.1,2.9,10.6,6.9,39.114,imf_datamapper_v1
DZA,2015,-14.6,187.494,3.2,4.8,11.2,7.7,39.963,imf_datamapper_v1
DZA,2016,-14.6,180.764,3.9,6.4,10.5,18.1,40.836,imf_datamapper_v1
DZA,2017,-11.8,190.004,1.5,5.6,11.7,24.0,41.721,imf_datamapper_v1
DZA,2018,-8.7,194.507,1.4,4.3,11.7,34.5,42.578,imf_datamapper_v1
DZA,2019,-8.7,193.361,0.9,2.0,11.4,40.9,43.424,imf_datamapper_v1
DZA,2020,-11.3,164.774,-5.0,2.4,,46.0,43.851,imf_datamapper_v1
DZA,2021,-2.4,185.85,3.8,7.2,,55.1,44.577,imf_datamapper_v1
DZA,2022,8.4,225.709,3.6,9.3,,48.1,45.291,imf_datamapper_v1
DZA,2023,2.4,248.087,4.1,9.3,,47.7,45.973,imf_datamapper_v1
EAQ,2010,3.9,13823.282,8.6,2.2,,93.5,1551.034,imf_datamapper_v1
EAQ,2011,2.1,15957.941,6.5,3.8,,94.6,1560.074,imf_datamapper_v1
EAQ,2012,2.1,17122.196,5.7,2.0,,93.9,1570.326,imf_datamapper_v1
EAQ,2013,1.9,17295.698,5.9,2.0,,86.1,1578.536,imf_datamapper_v1
EAQ,2014,2.3,18083.489,5.7,2.1,,83.8,1588.009,imf_datamapper_v1
EAQ,2015,3.4,18234.81,5.4,1.2,,79.4,1595.112,imf_datamapper_v1
EAQ,2016,3.0,19016.268,5.1,1.5,,88.7,1604.536,imf_datamapper_v1
EAQ,2017,2.8,20209.019,5.5,1.4,,88.3,1612.382,imf_datamapper_v1
EAQ,2018,1.6,22072.099,5.3,1.8,,87.4,1617.806,imf_datamapper_v1
EAQ,2019,1.9,22581.044,4.6,2.3,,90.6,1622.486,imf_datamapper_v1
EAQ,2020,2.6,23078.958,1.0,1.8,,101.8,1624.15,imf_datamapper_v1
EAQ,2021,3.0,26512.958,7.5,0.9,,97.8,1624.048,imf_datamapper_v1
EAQ,2022,2.7,25726.56,2.7,2.3,,98.9,1622.68,imf_datamapper_v1
EAQ,2023,2.3,25755.055,4.3,1.0,,102.0,1620.318,imf_datamapper_v1
ECU,2010,-2.3,68.151,4.0,3.6,5.0,18.4,14.884,imf_datamapper_v1
ECU,2011,-0.5,78.987,8.5,4.5,4.2,18.6,15.161,imf_datamapper_v1
ECU,2012,-0.2,87.735,5.8,5.1,4.1,19.3,15.441,imf_datamapper_v1
ECU,2013,-1.0,96.57,7.2,2.7,4.2,23.4,15.718,imf_datamapper_v1
ECU,2014,-0.7,102.718,4.2,3.6,3.8,28.2,15.994,imf_datamapper_v1
ECU,2015,-2.3,97.21,0.1,4.0,4.8,36.4,16.269,imf_datamapper_v1
ECU,2016,0.9,97.671,-0.7,1.7,5.2,46.1,16.532,imf_datamapper_v1
ECU,2017,-0.4,104.467,6.0,0.4,4.6,47.4,16.793,imf_datamapper_v1
ECU,2018,-1.5,107.479,1.0,-0.2,3.7,49.5,17.078,imf_datamapper_v1
ECU,2019,-0.5,107.596,0.2,0.3,3.8,52.1,17.357,imf_datamapper_v1
ECU,2020,2.1,95.865,-9.2,-0.3,5.3,63.6,17.526,imf_datamapper_v1
ECU,2021,2.8,107.179,9.4,0.1,4.7,61.8,17.614,imf_datamapper_v1
ECU,2022,2.0,116.133,5.9,3.5,3.8,57.2,17.715,imf_datamapper_v1
ECU,2023,2.0,120.793,1.8,2.2,3.6,54.5,17.835,imf_datamapper_v1
EDE,2010,-0.8,3492.995,4.5,6.7,,28.5,361.613,imf_datamapper_v1
EDE,2011,-0.9,4095.552,5.6,8.0,,27.2,362.465,imf_datamapper_v1
EDE,2012,-0.6,4231.402,3.1,6.2,,25.9,363.316,imf_datamapper_v1
EDE,2013,-1.2,4473.447,2.9,5.6,,26.8,364.243,imf_datamapper_v1
EDE,2014,-0.2,4201.114,1.7,6.7,,29.0,362.894,imf_datamapper_v1
EDE,2015,1.1,3252.32,0.8,11.0,,30.8,363.918,imf_datamapper_v1
EDE,2016,-0.3,3180.164,1.7,5.8,,31.6,365.043,imf_datamapper_v1
EDE,2017,-0.6,3598.441,4.3,5.7,,29.7,366.034,imf_datamapper_v1
EDE,2018,1.8,3774.959,3.7,6.3,,29.4,366.87,imf_datamapper_v1
EDE,2019,1.4,3834.481,2.6,6.6,,28.9,367.612,imf_datamapper_v1
EDE,2020,0.0,3579.535,-1.7,5.2,,37.6,367.679,imf_datamapper_v1
EDE,2021,1.6,4232.835,7.2,9.2,,35.0,366.199,imf_datamapper_v1
EDE,2022,2.7,4780.995,0.5,25.7,,30.8,359.539,imf_datamapper_v1
EDE,2023,-0.4,4998.365,3.6,17.4,,32.7,358.763,imf_datamapper_v1
EEQ,2010,0.1,3244.41,3.4,5.5,,27.6,322.944,imf_datamapper_v1
EEQ,2011,0.6,3842.128,3.9,7.6,,27.5,322.406,imf_datamapper_v1
EEQ,2012,0.3,3899.174,2.4,5.2,,27.4,322.2,imf_datamapper_v1
EEQ,2013,0.0,4080.912,1.2,4.5,,29.1,322.049,imf_datamapper_v1
EEQ,2014,0.9,3835.409,1.0,5.3,,32.4,319.554,imf_datamapper_v1
EEQ,2015,2.1,2891.861,-0.1,10.4,,35.1,319.469,imf_datamapper_v1
EEQ,2016,0.8,2837.107,1.4,4.4,,35.6,319.412,imf_datamapper_v1
EEQ,2017,0.7,3313.038,3.2,3.7,,32.8,319.235,imf_datamapper_v1
EEQ,2018,2.4,3618.776,3.7,3.2,,31.4,318.892,imf_datamapper_v1
EEQ,2019,1.2,3718.022,3.0,3.9,,30.1,318.435,imf_datamapper_v1
EEQ,2020,1.3,3504.57,-2.9,3.0,,39.3,317.63,imf_datamapper_v1
EEQ,2021,1.6,4164.916,6.0,6.0,,36.5,315.114,imf_datamapper_v1
EEQ,2022,3.0,4633.479,-0.5,14.3,,33.6,307.526,imf_datamapper_v1
EEQ,2023,0.4,4735.101,2.9,8.3,,36.0,306.661,imf_datamapper_v1
EGY,2010,-1.9,230.024,5.1,11.7,9.2,69.6,78.7,imf_datamapper_v1
EGY,2011,-2.5,247.726,1.8,11.1,10.4,72.8,80.5,imf_datamapper_v1
EGY,2012,-3.4,294.482,2.2,8.7,12.4,69.9,82.5,imf_datamapper_v1
EGY,2013,-2.1,303.194,3.3,6.9,13.0,79.8,84.6,imf_datamapper_v1
EGY,2014,-0.9,321.634,2.9,10.1,13.4,80.9,86.8,imf_datamapper_v1
EGY,2015,-3.5,350.119,4.4,11.0,12.9,83.8,89.0,imf_datamapper_v1
EGY,2016,-5.6,351.443,4.3,10.2,12.7,91.6,91.0,imf_datamapper_v1
EGY,2017,-5.8,246.826,4.2,23.5,12.2,97.8,95.2,imf_datamapper_v1
EGY,2018,-2.3,263.156,5.3,20.9,10.9,87.9,97.1,imf_datamapper_v1
EGY,2019,-3.4,317.894,5.5,13.9,8.6,80.1,98.9,imf_datamapper_v1
EGY,2020,-2.9,382.525,3.6,5.7,8.3,86.2,100.6,imf_datamapper_v1
EGY,2021,-4.4,423.3,3.3,4.5,7.3,89.9,102.1,imf_datamapper_v1
EGY,2022,-3.5,475.231,6.7,8.5,7.3,88.5,103.6,imf_datamapper_v1
EGY,2023,-1.2,393.828,3.8,24.4,7.2,95.9,105.2,imf_datamapper_v1
ERI,2010,-11.4,1.59,10.9,10.3,,201.8,3.17,imf_datamapper_v1
ERI,2011,12.8,2.065,25.7,5.9,,171.6,3.214,imf_datamapper_v1
ERI,2012,12.4,2.255,1.9,6.0,,171.6,3.25,imf_datamapper_v1
ERI,2013,2.3,1.958,-10.5,6.3,,232.4,3.281,imf_datamapper_v1
ERI,2014,17.7,2.604,30.9,8.4,,204.5,3.311,imf_datamapper_v1
ERI,2015,22.4,2.016,-20.6,28.5,,271.4,3.343,imf_datamapper_v1
ERI,2016,13.4,2.213,7.4,-5.6,,251.2,3.377,imf_datamapper_v1
ERI,2017,24.8,1.904,-10.0,-13.3,,290.4,3.413,imf_datamapper_v1
ERI,2018,15.5,2.006,13.0,-14.4,,267.1,3.453,imf_datamapper_v1
ERI,2019,13.0,1.982,3.8,1.3,,260.4,3.497,imf_datamapper_v1
ESP,2010,-3.6,1429.155,0.1,2.0,19.9,60.3,46.667,imf_datamapper_v1
ESP,2011,-2.6,1487.307,-0.6,3.1,21.4,69.5,46.818,imf_datamapper_v1
ESP,2012,0.2,1331.838,-2.9,2.4,24.8,89.6,46.713,imf_datamapper_v1
ESP,2013,2.1,1362.207,-1.4,1.5,26.1,100.0,46.496,imf_datamapper_v1
ESP,2014,1.8,1380.6,1.5,-0.2,24.4,104.4,46.426,imf_datamapper_v1
ESP,2015,2.0,1206.287,4.1,-0.6,22.1,102.4,46.419,imf_datamapper_v1
ESP,2016,3.1,1242.673,2.9,-0.3,19.6,102.0,46.497,imf_datamapper_v1
ESP,2017,2.8,1321.288,2.9,2.0,17.2,101.1,46.645,imf_datamapper_v1
ESP,2018,1.9,1432.292,2.4,1.7,15.3,99.7,46.919,imf_datamapper_v1
ESP,2019,2.1,1403.651,2.0,0.8,14.1,97.6,47.318,imf_datamapper_v1
ESP,2020,0.8,1288.751,-10.9,-0.3,15.5,119.2,47.401,imf_datamapper_v1
ESP,2021,0.8,1462.216,6.7,3.0,14.9,115.6,47.487,imf_datamapper_v1
ESP,2022,0.4,1449.99,6.4,8.3,13.0,109.2,48.085,imf_datamapper_v1
ESP,2023,2.7,1619.949,2.5,3.4,12.2,105.1,48.628,imf_datamapper_v1
EST,2010,1.8,19.569,2.4,2.7,16.7,8.0,1.331,imf_datamapper_v1
EST,2011,1.3,23.3,7.6,5.1,12.3,7.6,1.327,imf_datamapper_v1
EST,2012,-1.9,23.252,3.7,4.2,10.0,11.1,1.323,imf_datamapper_v1
EST,2013,-0.1,25.451,1.8,3.2,8.6,11.4,1.318,imf_datamapper_v1
EST,2014,0.6,27.063,3.3,0.5,7.4,11.6,1.315,imf_datamapper_v1
EST,2015,1.5,23.314,1.8,0.1,6.2,10.8,1.315,imf_datamapper_v1
EST,2016,1.0,24.554,3.1,0.8,6.8,10.2,1.316,imf_datamapper_v1
EST,2017,1.7,27.46,5.6,3.7,5.8,9.4,1.317,imf_datamapper_v1
EST,2018,0.6,31.237,3.7,3.4,5.4,8.5,1.322,imf_datamapper_v1
EST,2019,2.0,31.877,3.7,2.3,4.4,9.0,1.327,imf_datamapper_v1
EST,2020,-2.5,31.795,-2.9,-0.6,6.8,19.1,1.33,imf_datamapper_v1
EST,2021,-3.7,37.226,8.3,4.5,6.2,18.4,1.331,imf_datamapper_v1
EST,2022,-3.1,38.257,-1.2,19.4,5.6,19.2,1.349,imf_datamapper_v1
EST,2023,-1.2,41.482,-2.7,9.1,6.4,20.2,1.37,imf_datamapper_v1
ETH,2010,-4.5,26.887,10.6,8.1,,39.4,78.824,imf_datamapper_v1
ETH,2011,-0.7,30.48,11.4,33.2,,44.6,80.7,imf_datamapper_v1
ETH,2012,-6.6,42.221,8.7,24.1,,39.4,82.7,imf_datamapper_v1
ETH,2013,-5.9,46.544,9.9,8.1,,44.1,84.8,imf_datamapper_v1
ETH,2014,-7.9,54.165,10.3,7.4,,44.2,87.0,imf_datamapper_v1
ETH,2015,-11.5,63.081,10.4,9.6,,50.7,89.1,imf_datamapper_v1
ETH,2016,-10.9,72.12,8.0,6.6,,51.8,91.2,imf_datamapper_v1
ETH,2017,-8.5,76.841,10.2,10.7,,55.3,93.4,imf_datamapper_v1
ETH,2018,-6.5,80.207,7.7,13.8,,58.4,95.5,imf_datamapper_v1
ETH,2019,-5.3,92.608,9.0,15.8,,54.7,97.6,imf_datamapper_v1
ETH,2020,-4.6,96.611,6.1,20.4,,53.2,99.7,imf_datamapper_v1
ETH,2021,-3.2,99.261,6.3,26.8,,53.8,101.9,imf_datamapper_v1
ETH,2022,-4.3,118.958,6.4,33.9,,46.9,104.082,imf_datamapper_v1
ETH,2023,-2.9,159.761,7.2,30.2,,38.7,105.707,imf_datamapper_v1
EU,2010,0.6,14652.671,2.0,1.8,,80.5,439.909,imf_datamapper_v1
EU,2011,0.8,15872.835,2.0,2.9,,82.5,440.704,imf_datamapper_v1
EU,2012,1.8,14740.115,-0.7,2.6,,86.6,441.2,imf_datamapper_v1
EU,2013,2.7,15398.801,0.0,1.4,,88.8,441.6,imf_datamapper_v1
EU,2014,2.9,15767.683,1.7,0.4,,89.1,442.355,imf_datamapper_v1
EU,2015,3.1,13657.175,2.5,0.1,,87.0,443.283,imf_datamapper_v1
EU,2016,3.5,13984.483,2.0,0.1,,86.0,444.109,imf_datamapper_v1
EU,2017,3.3,14867.432,3.0,1.6,,83.3,444.69,imf_datamapper_v1
EU,2018,3.2,16098.972,2.3,1.8,,81.3,445.394,imf_datamapper_v1
EU,2019,2.9,15810.456,2.0,1.5,,79.1,446.186,imf_datamapper_v1
EU,2020,2.4,15493.881,-5.5,0.7,,91.3,446.478,imf_datamapper_v1
EU,2021,3.3,17505.513,6.4,2.9,,88.4,445.239,imf_datamapper_v1
EU,2022,0.7,17036.312,3.7,9.3,,83.9,446.373,imf_datamapper_v1
EU,2023,2.6,18669.275,0.6,6.3,,81.8,448.733,imf_datamapper_v1
EUQ,2010,1.0,20150.547,2.5,2.8,,71.6,734.182,imf_datamapper_v1
EUQ,2011,1.2,22199.839,2.2,4.1,,72.5,735.473,imf_datamapper_v1
EUQ,2012,1.7,21246.229,0.3,3.2,,74.9,736.598,imf_datamapper_v1
EUQ,2013,2.0,22144.825,0.5,2.4,,76.7,737.631,imf_datamapper_v1
EUQ,2014,2.1,22508.51,1.5,1.9,,78.6,736.823,imf_datamapper_v1
EUQ,2015,2.3,19332.967,1.6,2.9,,78.9,738.514,imf_datamapper_v1
EUQ,2016,2.3,19330.676,1.7,1.5,,78.5,740.229,imf_datamapper_v1
EUQ,2017,2.4,20572.321,2.8,2.2,,75.7,741.408,imf_datamapper_v1
EUQ,2018,2.7,22195.728,2.3,2.2,,74.1,742.423,imf_datamapper_v1
EUQ,2019,2.2,21918.92,2.0,2.1,,72.2,743.379,imf_datamapper_v1
EUQ,2020,1.6,21216.634,-5.4,1.2,,84.8,743.234,imf_datamapper_v1
EUQ,2021,3.3,24339.778,6.5,3.6,,81.5,741.165,imf_datamapper_v1
EUQ,2022,2.3,24424.102,2.6,10.0,,75.9,735.998,imf_datamapper_v1
EUQ,2023,2.0,26028.485,1.2,6.3,,76.0,738.567,imf_datamapper_v1
EURO,2010,-0.3,12847.859,2.1,1.6,10.3,85.2,347.491,imf_datamapper_v1
EURO,2011,-0.3,13864.625,1.7,2.7,10.3,87.0,346.816,imf_datamapper_v1
EURO,2012,1.0,12847.674,-0.9,2.5,11.6,90.5,347.62,imf_datamapper_v1
EURO,2013,1.9,13413.061,-0.2,1.4,12.2,92.4,348.087,imf_datamapper_v1
EURO,2014,2.3,13742.041,1.4,0.4,11.8,92.7,348.668,imf_datamapper_v1
EURO,2015,2.9,11881.32,2.1,0.2,11.0,90.7,349.287,imf_datamapper_v1
EURO,2016,3.3,12173.895,1.8,0.2,10.1,89.7,350.384,imf_datamapper_v1
EURO,2017,3.3,12897.249,2.6,1.5,9.1,87.2,350.991,imf_datamapper_v1
EURO,2018,2.9,13945.197,1.8,1.8,8.2,85.2,351.566,imf_datamapper_v1
EURO,2019,2.4,13660.752,1.6,1.2,7.6,83.3,352.376,imf_datamapper_v1
EURO,2020,1.8,13327.499,-6.0,0.3,7.9,96.1,353.209,imf_datamapper_v1
EURO,2021,2.7,15018.994,6.4,2.6,7.7,93.4,353.25,imf_datamapper_v1
EURO,2022,-0.2,14589.889,3.6,8.4,6.7,88.9,353.587,imf_datamapper_v1
EURO,2023,1.7,15962.495,0.4,5.4,6.5,86.5,355.006,imf_datamapper_v1
FIN,2010,1.4,249.633,3.2,1.7,8.5,50.1,5.351,imf_datamapper_v1
FIN,2011,-1.6,275.079,2.4,3.3,7.9,52.0,5.375,imf_datamapper_v1
FIN,2012,-2.2,257.606,-1.5,3.2,7.8,57.9,5.401,imf_datamapper_v1
FIN,2013,-1.9,270.272,-1.0,2.2,8.3,60.8,5.427,imf_datamapper_v1
FIN,2014,-1.4,273.549,-0.5,1.2,8.8,64.8,5.451,imf_datamapper_v1
FIN,2015,-0.9,233.234,0.5,-0.2,9.6,68.8,5.472,imf_datamapper_v1
FIN,2016,-2.0,238.712,2.6,0.4,9.0,68.6,5.487,imf_datamapper_v1
FIN,2017,-0.7,253.757,3.3,0.8,8.8,66.6,5.503,imf_datamapper_v1
FIN,2018,-1.6,273.993,1.2,1.2,7.4,65.3,5.513,imf_datamapper_v1
FIN,2019,-0.1,267.044,1.3,1.1,6.8,65.3,5.518,imf_datamapper_v1
FIN,2020,0.4,269.784,-2.5,0.4,7.8,75.3,5.525,imf_datamapper_v1
FIN,2021,0.3,294.419,2.7,2.1,7.6,73.1,5.534,imf_datamapper_v1
FIN,2022,-2.4,280.474,0.8,7.2,6.8,74.0,5.548,imf_datamapper_v1
FIN,2023,-0.9,295.277,-1.3,4.3,7.2,77.0,5.564,imf_datamapper_v1
FJI,2010,-3.8,3.402,3.0,3.7,7.1,53.4,0.848,imf_datamapper_v1
FJI,2011,-4.7,4.094,2.7,7.3,7.1,51.0,0.852,imf_datamapper_v1
FJI,2012,-1.0,4.303,1.4,3.4,6.8,48.6,0.857,imf_datamapper_v1
FJI,2013,-8.8,4.539,4.7,2.9,6.4,47.4,0.86,imf_datamapper_v1
FJI,2014,-5.6,4.857,5.6,0.5,6.2,46.2,0.864,imf_datamapper_v1
FJI,2015,-3.3,4.682,4.5,1.4,5.5,44.3,0.868,imf_datamapper_v1
FJI,2016,-3.5,4.93,2.4,3.9,5.5,44.6,0.871,imf_datamapper_v1
FJI,2017,-6.6,5.353,5.4,3.3,4.5,43.4,0.885,imf_datamapper_v1
FJI,2018,-8.4,5.581,3.8,4.1,4.5,45.8,0.89,imf_datamapper_v1
FJI,2019,-11.8,5.345,7.6,1.8,4.5,49.5,0.896,imf_datamapper_v1
FJI,2020,-12.0,4.228,-17.2,-1.7,13.4,65.8,0.901,imf_datamapper_v1
FJI,2021,-6.5,4.159,-4.4,1.5,9.0,86.7,0.906,imf_datamapper_v1
FJI,2022,-15.3,4.978,17.7,6.1,6.5,91.5,0.912,imf_datamapper_v1
FJI,2023,-6.6,5.477,9.4,3.0,6.5,82.9,0.917,imf_datamapper_v1
FRA,2010,-0.6,2648.391,1.8,1.7,9.3,86.3,64.613,imf_datamapper_v1
FRA,2011,-0.9,2869.903,2.5,2.3,9.2,88.7,64.933,imf_datamapper_v1
FRA,2012,-2.1,2684.706,0.2,2.2,9.8,91.7,65.241,imf_datamapper_v1
FRA,2013,-0.6,2816.119,0.9,1.0,10.3,94.6,65.565,imf_datamapper_v1
FRA,2014,-0.9,2861.973,1.0,0.6,10.3,96.2,66.131,imf_datamapper_v1
FRA,2015,-0.3,2442.731,1.0,0.1,10.3,97.0,66.422,imf_datamapper_v1
FRA,2016,-0.5,2469.726,0.7,0.3,10.1,98.1,66.603,imf_datamapper_v1
FRA,2017,-0.5,2587.955,2.3,1.2,9.4,98.8,66.774,imf_datamapper_v1
FRA,2018,-0.7,2782.838,1.6,2.1,9.0,98.5,66.992,imf_datamapper_v1
FRA,2019,0.6,2723.094,2.1,1.3,8.4,98.2,67.258,imf_datamapper_v1
FRA,2020,-2.1,2645.806,-7.6,0.5,8.0,114.9,67.442,imf_datamapper_v1
FRA,2021,0.3,2968.405,6.8,2.1,7.9,112.8,67.697,imf_datamapper_v1
FRA,2022,-1.4,2796.987,2.8,5.9,7.3,111.4,68.06,imf_datamapper_v1
FRA,2023,-1.0,3061.095,1.6,5.7,7.3,109.6,68.405,imf_datamapper_v1
FSM,2010,-17.9,0.292,2.0,3.6,,29.4,0.103,imf_datamapper_v1
FSM,2011,-19.4,0.308,3.8,3.9,,28.6,0.104,imf_datamapper_v1
FSM,2012,-13.7,0.324,-1.7,6.3,,27.3,0.104,imf_datamapper_v1
FSM,2013,-10.0,0.314,-3.7,2.1,,27.9,0.104,imf_datamapper_v1
FSM,2014,10.3,0.316,-2.6,0.7,,28.4,0.103,imf_datamapper_v1
FSM,2015,10.2,0.312,4.5,0.0,,26.0,0.103,imf_datamapper_v1
FSM,2016,13.6,0.327,1.0,-0.9,,24.6,0.102,imf_datamapper_v1
FSM,2017,19.4,0.361,2.3,0.1,,23.9,0.101,imf_datamapper_v1
FSM,2018,26.3,0.394,0.5,1.0,,21.0,0.1,imf_datamapper_v1
FSM,2019,19.4,0.395,3.4,2.2,,19.8,0.098,imf_datamapper_v1
FSM,2020,7.3,0.373,-2.0,1.0,,21.5,0.097,imf_datamapper_v1
FSM,2021,9.9,0.392,3.1,1.8,,17.0,0.096,imf_datamapper_v1
FSM,2022,16.5,0.415,-3.1,5.0,,15.1,0.095,imf_datamapper_v1
FSM,2023,5.5,0.443,1.1,6.2,,12.8,0.095,imf_datamapper_v1
GAB,2010,17.1,14.384,7.4,1.4,,21.3,1.61,imf_datamapper_v1
GAB,2011,14.3,18.207,7.1,1.3,,21.4,1.671,imf_datamapper_v1
GAB,2012,11.5,17.181,5.3,2.7,,21.4,1.735,imf_datamapper_v1
GAB,2013,8.3,17.596,5.5,0.5,,31.1,1.803,imf_datamapper_v1
GAB,2014,6.1,18.209,4.4,4.5,,34.1,1.868,imf_datamapper_v1
GAB,2015,1.0,14.385,3.9,-0.1,,44.7,1.93,imf_datamapper_v1
GAB,2016,-5.4,14.02,2.1,2.1,,64.5,1.98,imf_datamapper_v1
GAB,2017,-0.7,14.924,0.5,2.7,,62.9,2.025,imf_datamapper_v1
GAB,2018,7.1,16.83,0.9,4.8,,62.3,2.053,imf_datamapper_v1
GAB,2019,4.6,16.875,3.8,2.0,,59.8,2.08,imf_datamapper_v1
GAB,2020,-0.5,15.364,-1.8,1.7,,83.0,2.108,imf_datamapper_v1
GAB,2021,3.3,19.455,1.5,1.1,,72.9,2.135,imf_datamapper_v1
GAB,2022,8.8,20.485,3.0,4.3,,65.6,2.161,imf_datamapper_v1
GAB,2023,3.0,20.059,2.4,3.6,,70.6,2.209,imf_datamapper_v1
GBR,2010,-2.8,2499.193,2.3,3.3,7.9,75.5,62.76,imf_datamapper_v1
GBR,2011,-1.6,2676.507,0.9,4.5,8.1,81.1,63.285,imf_datamapper_v1
GBR,2012,-3.1,2720.2,1.5,2.8,8.0,84.1,63.711,imf_datamapper_v1
GBR,2013,-4.5,2798.728,1.7,2.6,7.6,84.9,64.138,imf_datamapper_v1
GBR,2014,-4.8,3086.969,3.2,1.5,6.2,86.5,64.619,imf_datamapper_v1
GBR,2015,-4.8,2946.231,2.1,0.0,5.4,87.3,65.087,imf_datamapper_v1
GBR,2016,-5.2,2716.852,2.2,0.7,4.9,87.3,65.606,imf_datamapper_v1
GBR,2017,-3.4,2701.37,3.0,2.7,4.4,86.1,65.964,imf_datamapper_v1
