country_code,year,remittances_received_usd,remittances_paid_usd,remittances_pct_gdp,gdp_usd,gdp_per_capita_usd,gdp_growth_pct,gni_per_capita_usd,inflation_cpi_pct,unemployment_pct,current_account_pct_gdp,population_total,population_growth_pct,urban_population_pct,personal_remittances_recv,personal_remittances_paid,net_migration,migrant_stock_total,poverty_headcount_pct,life_expectancy_years,remittance_cost_inward_pct,remittance_cost_outward_pct,forex_reserves_usd,fdi_inflows_usd,bank_branches_per_100k,atms_per_100k,mobile_money_accounts_pct,country_name,region,income_group,capital_city,latitude,longitude,source_engine,remittances_per_capita_usd,remittances_growth_yoy
GE,2018,2034288455.75,151149586.7,11.3631244569541,17902544880.6471,4804.0546040444,6.062036412677,4580.0,2.6152447139767,12.667,-6.65935234039704,3726549.0,-0.0390365463489613,58.3038181862576,2034288455.75,151149586.7,-5176.0,,11.0,73.985,1.19919,,3289463516.7195,1304024907.7,31.776412793818,78.2603797045198,15.9385403005157,GE,Unknown,Unknown,Unknown,0.0,0.0,world_bank_v2,545.8907,13.4
GE,2019,2258211424.72,169883742.14,12.8028589642654,17638337116.9126,4741.2832715876,5.38071926589951,4780.0,4.85289821696723,11.565,-5.99374849041915,3720161.0,-0.171565740223868,58.6304091780343,2258211424.72,169883742.14,-5412.0,,9.7,74.165,1.0,,3505823162.30974,1397879177.29,33.8687580540008,85.807634268945,13.6908101251553,GE,Unknown,Unknown,Unknown,0.0,0.0,world_bank_v2,607.0198,11.01
GE,2020,2109658756.8,76894985.62,13.1764161481873,16010869215.68,4300.85701291207,-6.2904717853839,4330.0,5.2024648897534,11.734,-12.4222857463116,3722716.0,0.0686562494680967,58.9990552763878,2109658756.8,76894985.62,-2738.0,79368.0,12.0,73.509,0.7475,,3913274194.81288,557173503.19,31.9249451332459,91.4615715359906,10.2141962516315,GE,Unknown,Unknown,Unknown,0.0,0.0,world_bank_v2,566.6988,-6.58
GE,2021,2643926171.81,106326823.78,14.0238156359641,18853115588.8106,5083.60695484577,10.6442336580969,4760.0,9.56691433824769,11.785,-10.2864489440195,3708610.0,-0.379636607027231,59.4293560618005,2643926171.81,106326823.78,-2738.0,,10.8,71.635,0.8475,,4270945063.01792,1290232130.97,31.5756667796647,96.4014675167036,9.11478068477064,GE,Unknown,Unknown,Unknown,0.0,0.0,world_bank_v2,712.9157,25.32
GE,2022,3853688888.98,290325550.37,15.4242760609985,24984568959.605,6729.84659930283,10.9585321385624,5690.0,11.8981654203198,11.621,-2.58183727549166,3712502.0,0.104889950638883,60.0101622679115,3853688888.98,290325550.37,26999.0,,7.7,74.141,,,4886343005.58234,2257736899.85,31.3369163242755,99.2791825033269,8.32716697445757,GE,Unknown,Unknown,Unknown,0.0,0.0,world_bank_v2,1038.0301,45.76
GE,2023,4201299805.36,324455252.56,13.6504078223071,30777833600.6515,8283.66960652261,7.83220126555726,6710.0,2.48776056578715,11.549,-5.52924307584784,3715483.0,0.0802640328443946,60.7523077799724,4201299805.36,324455252.56,2003.0,,5.8,74.496,,,5002255638.46392,2111981302.94,31.1644730415478,96.1974948766214,7.30052748633484,GE,Unknown,Unknown,Unknown,0.0,0.0,world_bank_v2,1130.7547,9.02
GH,2010,135852160.0,0.0,0.421931838233591,32197655566.5347,1263.89251760539,7.89971194051621,1200.0,10.7333898354915,5.384,-8.5327330566748,25474995.0,2.43301424000427,50.7296926788704,135852160.0,0.0,-3726.0,337766.0,,61.297,,,5158151628.84547,2527350000.0,5.10408541539091,3.74128175284321,1.09086184315247,GH,Unknown,Unknown,Unknown,0.0,0.0,world_bank_v2,5.3328,
GH,2011,2134638607.37,0.0,5.42658723153267,39336668080.559,1507.43573198753,14.0471235803149,1350.0,8.7284593709302,4.213,-9.00258173366362,26095088.0,2.40497145453178,51.3304086646488,2134638607.37,0.0,-720.0,,,61.617,,,5913600037.24248,3247588000.0,5.12732534076499,3.87370056307184,1.09109039984843,GH,Unknown,Unknown,Unknown,0.0,0.0,world_bank_v2,81.8023,1471.3
GH,2012,2155495000.0,7990000.0,5.22269483590356,41271701060.954,1543.77524235764,9.2927894063005,1490.0,11.1863409441067,3.126,-11.9009237632838,26734268.0,2.4199090803465,51.9197918381031,2155495000.0,7990000.0,1005.0,,41.8,61.995,,,5835098328.20187,3294520000.0,5.40980858813532,5.20808691196756,1.06597644640953,GH,Unknown,Unknown,Unknown,0.0,0.0,world_bank_v2,80.6267,0.98
GH,2013,1863990000.0,4840000.0,2.96597754289707,62845721959.827,2294.79584693743,7.31252501678145,1790.0,11.6661923071729,2.173,-9.07624953901069,27386193.0,2.40927930949909,52.4985794475913,1863990000.0,4840000.0,-2377.0,,,62.397,,,5587739126.3869,3227000000.0,5.567505889694,7.72536149148118,0.987439181488278,GH,Unknown,Unknown,Unknown,0.0,0.0,world_bank_v2,68.0631,-13.52
GH,2014,2007831480.11,8942031.67182118,3.67206532500897,54678533805.9064,1949.90832923846,2.85624016330883,1830.0,15.4896160333318,4.403,-6.75690272053076,28041592.0,2.36498553072391,53.0663398797148,2007831480.11,8942031.67182118,-6312.0,,,62.832,,,5563709271.19552,3363389444.44444,5.78280157615342,7.7762698581842,0.928645563347473,GH,Unknown,Unknown,Unknown,0.0,0.0,world_bank_v2,71.6019,7.72
GH,2015,4982442361.78623,2607106387.33774,10.0784066400995,49436806230.4839,1722.77282833606,2.12075933817334,1880.0,17.1499695007878,6.806,-5.7116156025854,28696068.0,2.30712733064921,53.6226415210752,4982442361.78623,2607106387.33774,-13306.0,414744.0,,63.175,,,5742645886.29529,3192320530.7897,6.80938078878802,9.74387267613594,0.960305781265921,GH,Unknown,Unknown,Unknown,0.0,0.0,world_bank_v2,173.6281,148.15
GH,2016,2979934204.38383,1548909687.62726,5.30764584386793,56144179397.8516,1912.47991339951,3.37346574966936,1760.0,17.4546347070868,5.256,-5.04424020618629,29356742.0,2.27621203911157,54.167052758274,2979934204.38383,1548909687.62726,7009.0,,39.0,63.522,8.84621,,5866729596.16504,3485333369.27963,6.80371771027585,10.6387410749487,0.856668631689443,GH,Unknown,Unknown,Unknown,0.0,0.0,world_bank_v2,101.5077,-40.19
GH,2017,3536410000.0,1112210000.0,5.85639814832266,60385409434.8567,2012.28662641265,8.12889488100956,1830.0,12.3719215507048,3.369,-3.31643027470141,30008354.0,2.19535792776401,54.6991419779128,3536410000.0,1112210000.0,-4913.0,,,63.829,5.399316,,7015187159.64987,3254990000.0,8.18942857617273,10.9837217911398,1.00489017158355,GH,Unknown,Unknown,Unknown,0.0,0.0,world_bank_v2,117.8475,18.67
GH,2018,3520566623.36831,956248076.150446,5.23431525252006,67259353965.6087,2195.32166016377,6.20007768127284,2060.0,7.80876516610703,3.204,-3.03986602950099,30637585.0,2.07517136640112,55.218477566593,3520566623.36831,956248076.150446,-19375.0,,,64.138,3.908126,,6294851564.02725,2989035000.0,8.31183838853199,11.20291261063,0.908619266172578,GH,Unknown,Unknown,Unknown,0.0,0.0,world_bank_v2,114.9101,-0.45
GH,2019,4053694728.81048,667262506.260227,5.93056152121388,68352629246.1555,2186.65822682613,6.5077747939152,2170.0,7.14364003330857,3.067,-2.72699375813964,31258945.0,2.00780519953703,55.7246279109161,4053694728.81048,667262506.260227,-21857.0,,,64.455,4.608692,,7563210340.92838,3879831469.7,8.07987987843816,10.8429740720127,0.923034990464329,GH,Unknown,Unknown,Unknown,0.0,0.0,world_bank_v2,129.6811,15.14
GH,2020,4291956800.55746,727201189.577844,6.13064485540951,70008243859.8666,2195.45481659987,0.513941670628171,2250.0,9.88728956269944,3.178,-3.04816313374944,31887809.0,1.99181985149439,56.2171613974837,4291956800.55746,727201189.577844,-291.0,476412.0,,64.309,3.476578,,7884091538.70727,1875782953.46905,5.9741656169145,11.1368404041981,0.96484521718002,GH,Unknown,Unknown,Unknown,0.0,0.0,world_bank_v2,134.5955,5.88
GH,2021,1955950652.58157,793758532.48294,2.45987576586277,79514204730.3979,2445.18662529344,5.07646643533542,2300.0,9.9710886750444,3.2,-2.8205574143058,32518665.0,1.95904584379494,56.6952556826536,1955950652.58157,793758532.48294,-11259.0,,,64.286,3.326668,,9916916899.67781,2533586462.03873,11.1692929390992,11.0576485507466,0.969507819586075,GH,Unknown,Unknown,Unknown,0.0,0.0,world_bank_v2,60.1486,-54.43
GH,2022,2128085082.98706,740779190.497067,2.87894180193646,73919003209.9866,2229.89122647803,3.80484980952164,2400.0,31.2558951049016,2.87,-2.33126484639335,33149152.0,1.92029034344132,57.250609602871,2128085082.98706,740779190.497067,-10003.0,,,65.246,1.4246666,,5205457212.278,1428411737.133,5.74588585335902,10.6864950413668,0.995548845412395,GH,Unknown,Unknown,Unknown,0.0,0.0,world_bank_v2,64.1973,8.8
GH,2023,2454335867.96485,1037012356.94774,3.04707983222618,80547146878.3843,2383.90410483418,3.14009099763754,2280.0,38.1069656296501,2.829,-0.911884130673809,33787914.0,1.90860289687983,57.8074737774654,2454335867.96485,1037012356.94774,-10003.0,,,65.498,2.0085,,3623904994.58702,1319315614.67989,4.4378136112736,10.572166384357,0.942526372003906,GH,Unknown,Unknown,Unknown,0.0,0.0,world_bank_v2,72.6395,15.33
GI,2010,,,,,,,,,,,31248.0,1.3694209589518,100.0,,,255.0,10369.0,,82.08,,,,,,,76.8049155145929,GI,Unknown,Unknown,Unknown,0.0,0.0,world_bank_v2,,
GI,2011,,,,,,,,,,,31660.0,1.30986803185429,100.0,,,213.0,,,82.333,,,,,,,75.8054327226785,GI,Unknown,Unknown,Unknown,0.0,0.0,world_bank_v2,,
GI,2012,,,,,,,,,,,32029.0,1.15876879502585,100.0,,,155.0,,,82.527,,,,,,,72.1471166755128,GI,Unknown,Unknown,Unknown,0.0,0.0,world_bank_v2,,
GI,2013,,,,,,,,,,,32407.0,1.17327064425681,100.0,,,209.0,,,82.586,,,,,,,,GI,Unknown,Unknown,Unknown,0.0,0.0,world_bank_v2,,
GI,2014,,,,,,,,,,,32813.0,1.24503294852893,100.0,,,189.0,,,82.644,,,,,,,71.3131990369671,GI,Unknown,Unknown,Unknown,0.0,0.0,world_bank_v2,,
GI,2015,,,,,,,,,,,33193.0,1.1514231987378,100.0,,,171.0,11065.0,,82.668,,,,,,,,GI,Unknown,Unknown,Unknown,0.0,0.0,world_bank_v2,,
GI,2016,,,,,,,,,,,33658.0,1.39117589725216,100.0,,,401.0,,,82.741,,,,,,,50.5882702477866,GI,Unknown,Unknown,Unknown,0.0,0.0,world_bank_v2,,
GI,2017,,,,,,,,,,,34245.0,1.72897993589869,100.0,,,421.0,,,82.858,,,,,,,57.6814133450139,GI,Unknown,Unknown,Unknown,0.0,0.0,world_bank_v2,,
GI,2018,,,,,,,,,,,34854.0,1.76273395885819,100.0,,,442.0,,,83.028,,,,,,,50.7000631204453,GI,Unknown,Unknown,Unknown,0.0,0.0,world_bank_v2,,
GI,2019,,,,,,,,,,,35494.0,1.81957598739227,100.0,,,475.0,,,83.183,,,,,,,47.8052628613287,GI,Unknown,Unknown,Unknown,0.0,0.0,world_bank_v2,,
GI,2020,,,,,,,,,,,36173.0,1.89493160765265,100.0,,,514.0,11190.0,,83.07,,,,,,,47.1097227213668,GI,Unknown,Unknown,Unknown,0.0,0.0,world_bank_v2,,
GI,2021,,,,,,,,,,,36858.0,1.87597072209458,100.0,,,561.0,,,80.274,,,,,,,46.5760486190244,GI,Unknown,Unknown,Unknown,0.0,0.0,world_bank_v2,,
GI,2022,,,,,,,,,,,37609.0,2.01706920456894,100.0,,,613.0,,,83.517,,,,,,,45.6140817357547,GI,Unknown,Unknown,Unknown,0.0,0.0,world_bank_v2,,
GI,2023,,,,,,,,,,,38471.0,2.26613272520816,100.0,,,689.0,,,83.553,,,,,,,,GI,Unknown,Unknown,Unknown,0.0,0.0,world_bank_v2,,
GL,2010,,,,2503167187.49305,44277.1993400972,1.73582505889665,,,,,56534.0,0.373924959638993,84.2784881591797,,,-46.0,6091.0,,69.349756097561,,,,,,,38.545236160667,GL,Unknown,Unknown,Unknown,0.0,0.0,world_bank_v2,,
GL,2011,,,,2684461375.46585,47186.8759969388,-0.496519391959083,,,,,56890.0,0.62773516895633,84.5286026000977,,,-244.0,,,69.6146341463415,,,,,,,35.0072139916247,GL,Unknown,Unknown,Unknown,0.0,0.0,world_bank_v2,,
GL,2012,,,,2609678486.36749,45936.9562817724,1.39419335955625,,,,,56810.0,-0.14072121935205,84.8864593505859,,,-553.0,,,69.959512195122,,,,,,,33.3051534044877,GL,Unknown,Unknown,Unknown,0.0,0.0,world_bank_v2,,
GL,2013,,,,2684946990.12448,47535.4883792376,-1.29828069335511,,,,,56483.0,-0.577265864735276,85.3725891113281,,,-653.0,,,70.2917073170732,,,,,,,31.8510785129085,GL,Unknown,Unknown,Unknown,0.0,0.0,world_bank_v2,,
GL,2014,,,,2842065708.35962,50485.2244135291,4.7421356730152,,,,,56295.0,-0.333398666658893,85.6772384643555,,,-702.0,,,70.5082926829268,,,,,,,30.6196927349438,GL,Unknown,Unknown,Unknown,0.0,0.0,world_bank_v2,,
GL,2015,,,,2499113022.81675,44536.3549705377,-2.52931802394475,,,,,56114.0,-0.322038549275343,86.046257019043,,,-315.0,6009.0,,70.909756097561,,,,,,,28.5607183020653,GL,Unknown,Unknown,Unknown,0.0,0.0,world_bank_v2,,
GL,2016,,,,2707139544.46695,48181.7453541266,4.68195410972302,,,,,56186.0,0.128227978389047,86.2261047363281,,,-342.0,,,71.1990243902439,,,,,,,,GL,Unknown,Unknown,Unknown,0.0,0.0,world_bank_v2,,
GL,2017,,,,2851613679.03433,50765.7494665372,0.0527281828800312,,,,,56172.0,-0.0249203440297217,86.3915557861328,,,-350.0,,,71.2563414634146,,,,,,,16.5272600809688,GL,Unknown,Unknown,Unknown,0.0,0.0,world_bank_v2,,
GL,2018,,,,3055782146.15957,54545.135857765,0.62306542854094,,,,,56023.0,-0.265609140509557,86.72509765625,,,-330.0,,,71.3609756097561,,,,,,,14.3738631094625,GL,Unknown,Unknown,Unknown,0.0,0.0,world_bank_v2,,
GL,2019,,,,2997309971.87623,53309.2035905065,2.83217756798683,,,,,56225.0,0.359917714454119,87.0217895507812,,,-308.0,,,71.4092682926829,,,,,,,12.7184223664503,GL,Unknown,Unknown,Unknown,0.0,0.0,world_bank_v2,,
GL,2020,,,,3089625554.40473,54812.6661771023,0.250789762104304,,,,,56367.0,0.252238303411568,87.2840881978115,,,-328.0,5899.0,,71.2858536585366,,,,,,,11.3266761768902,GL,Unknown,Unknown,Unknown,0.0,0.0,world_bank_v2,,
GL,2021,,,,3293578467.57327,58135.9939910203,1.63409410992996,,,,,56653.0,0.506106194434674,87.5452017613678,,,-324.0,,,71.2614634146342,,,,,,,,GL,Unknown,Unknown,Unknown,0.0,0.0,world_bank_v2,,
GL,2022,,,,3152334771.77992,55635.0006491223,2.00455580865604,,,,,56661.0,0.0141200557976914,87.8049405256832,,,-323.0,,,71.230243902439,,,,,,,8.92302196820861,GL,Unknown,Unknown,Unknown,0.0,0.0,world_bank_v2,,
GL,2023,,,,3326543974.39193,58498.9707973609,0.865961986998158,,,,,56865.0,0.359389425458904,88.0631147749908,,,-318.0,,,70.9724390243902,,,,,,,,GL,Unknown,Unknown,Unknown,0.0,0.0,world_bank_v2,,
GM,2010,115699060.997021,58119088.1989003,7.49688597962595,1543294926.87301,801.033372714536,5.90833580968288,830.0,5.04968075857402,9.673,1.13391181749086,1926630.0,2.90737929979677,56.0110896605662,115699060.997021,58119088.1989003,-2456.0,185837.0,34.2,61.167,,,201627626.678787,37140887.8131733,6.9457527197855,3.04471352100186,2.531726382336,GM,Unknown,Unknown,Unknown,0.0,0.0,world_bank_v2,60.0526,
GM,2011,91358953.7745976,91362708.7170281,6.4807667406004,1409693596.93594,710.608411468152,-8.13044422315659,710.0,4.7958826618311,10.276,-7.67135227929092,1983784.0,2.92337692748517,56.6696692994225,91358953.7745976,91362708.7170281,-2360.0,,,61.561,,,223241852.815921,36077136.0813734,6.73277700304727,3.68919287838207,2.54311961382892,GM,Unknown,Unknown,Unknown,0.0,0.0,world_bank_v2,46.0529,-21.04
GM,2012,106349453.092419,66136002.2976317,7.51583724184049,1415004738.26621,692.579361628102,5.24156924630741,710.0,4.25432199813899,10.346,-6.55707152697875,2043094.0,2.94591935774346,57.3207304207091,106349453.092419,66136002.2976317,-2332.0,,,61.9,,,236241441.119079,41183457.7698366,6.70180198051652,4.73594006623167,3.14209723096441,GM,Unknown,Unknown,Unknown,0.0,0.0,world_bank_v2,52.0531,16.41
GM,2013,109829221.954619,69585194.3599468,7.98404094128392,1375609453.43746,653.862713272743,2.872768790327,680.0,5.69912989637382,9.454,-7.05935659160072,2103820.0,2.92894143394412,57.970305611505,109829221.954619,69585194.3599468,-2476.0,,,62.252,,,210553598.677805,68340322.3788479,6.75051148106222,5.01961110130268,3.05140173588995,GM,Unknown,Unknown,Unknown,0.0,0.0,world_bank_v2,52.2047,3.27
GM,2014,137771209.405021,25235850.1342667,11.2058152772073,1229461721.40861,568.00453558864,-1.40738249510954,600.0,5.94799935696626,8.191,-6.87758719722139,2164528.0,2.84475839442236,58.6141799655551,137771209.405021,25235850.1342667,-2793.0,,,62.576,,,159330829.415719,23014092.042456,6.70613225498727,5.28107915080247,2.57982340722781,GM,Unknown,Unknown,Unknown,0.0,0.0,world_bank_v2,63.6495,25.44
GM,2015,154062367.652957,20477127.06092,11.1787100908889,1378176608.93204,619.536364296461,4.0580738039996,590.0,6.8084549457961,7.226,-3.90228061316891,2224529.0,2.73428839872651,59.2458499408388,154062367.652957,20477127.06092,-3224.0,192540.0,17.1,62.971,,,111040203.229818,71976051.7034138,6.82249017642635,5.36052799576356,2.02290012852159,GM,Unknown,Unknown,Unknown,0.0,0.0,world_bank_v2,69.2562,11.82
GM,2016,145678794.701272,17797429.1852169,9.81280254474036,1484578885.97132,650.056501323611,1.94335965478776,590.0,7.22879272057922,6.244,-5.12796647463839,2283769.0,2.62819405087404,59.8652472486563,145678794.701272,17797429.1852169,-3486.0,,,63.386,13.64249,,87635582.4178872,69830172.212844,6.68960545494039,7.16181289881853,1.66255869135626,GM,Unknown,Unknown,Unknown,0.0,0.0,world_bank_v2,63.7888,-5.44
GM,2017,160167345.280047,18174365.2743061,10.642988781079,1504909462.69521,642.522641296331,4.8226112492757,620.0,8.03418974545911,5.097,-6.32875593450885,2342189.0,2.52588138504562,60.471712657237,160167345.280047,18174365.2743061,-3696.0,,,63.708,6.10154,,169969976.48625,64338516.0351372,6.63515350084427,8.31300840910373,1.36795109190591,GM,Unknown,Unknown,Unknown,0.0,0.0,world_bank_v2,68.3836,9.95
GM,2018,212034736.09746,19006746.070219,12.6915888581496,1670671327.81651,696.219806960615,7.23489033258579,680.0,6.52096823946573,4.055,-8.08332529672772,2399632.0,2.42294300881827,61.0645869348107,212034736.09746,19006746.070219,-3944.0,,,64.034,6.09887,,191773260.9803,81805006.5959045,6.35512278318908,7.09409054867617,1.83361448755476,GM,Unknown,Unknown,Unknown,0.0,0.0,world_bank_v2,88.3614,32.38
GM,2019,275825107.455024,18925942.9503629,15.2086255711844,1813609692.49994,738.186751987483,6.22205315994859,720.0,7.11567625631192,4.481,-2.04445221575257,2456844.0,2.35622071960344,61.643210849607,275825107.455024,18925942.9503629,-4186.0,,,64.427,6.35886,,256957421.665427,71083305.8667937,6.15507937189562,7.65806386968408,2.44215749962147,GM,Unknown,Unknown,Unknown,0.0,0.0,world_bank_v2,112.2681,30.08
GM,2020,416418880.667872,18308188.5503619,22.9790072609688,1812170891.19069,720.335143352133,0.591487287873974,720.0,5.93127636562441,5.84,-4.77621848558059,2515733.0,2.3686612920428,62.2069251698555,416418880.667872,18308188.5503619,-1949.0,215659.0,22.0,64.418,1.69985,,387046403.563775,189576190.794226,5.9583318610711,8.10610264820138,2.38499077604817,GM,Unknown,Unknown,Unknown,0.0,0.0,world_bank_v2,165.5259,50.97
GM,2021,547051423.801967,26836811.3443356,27.1602920462379,2014158842.14596,781.890925169531,5.25596878816744,760.0,7.37034758876618,6.213,-4.31333160293426,2576010.0,2.36774778418782,62.7550706637859,547051423.801967,26836811.3443356,-1949.0,,,63.847,7.26,,652670952.247777,251822628.807365,5.90016386364185,8.58205652893359,2.32918350472242,GM,Unknown,Unknown,Unknown,0.0,0.0,world_bank_v2,212.3639,31.37
GM,2022,501844380.374608,21148937.0619008,22.7621227874971,2204734527.88096,836.244875868476,5.49299823010114,830.0,11.5131198380505,6.067,-4.09350427164042,2636470.0,2.31992109797091,63.2869880996278,501844380.374608,21148937.0619008,-3000.0,,,64.859,5.533333,,568244498.422457,231488000.0,5.84073863278692,8.56641666142081,2.39247933790257,GM,Unknown,Unknown,Unknown,0.0,0.0,world_bank_v2,190.3471,-8.26
GM,2023,514905280.337869,34897367.4741457,21.614131460784,2382262184.68273,883.024111719809,5.9167957146697,870.0,16.9742129632327,6.479,-5.03989672509041,2697845.0,2.30124049704572,63.8020182456108,514905280.337869,34897367.4741457,-3000.0,,,65.86,6.76,,577028229.488264,205541473.783854,5.7155634163744,8.35351576239335,1.62107163309975,GM,Unknown,Unknown,Unknown,0.0,0.0,world_bank_v2,190.858,2.6
GN,2010,46260000.0,40980000.0,0.674986820797207,6853467145.53089,659.235326211315,4.81336016967553,680.0,15.0502688559001,5.018,-4.7697025907998,10396086.0,2.45929310036327,33.8075426880206,46260000.0,40980000.0,-31327.0,178762.0,,56.431,,,301523167.014616,,1.42160107030765,0.737126480900263,0.173142084434469,GN,Unknown,Unknown,Unknown,0.0,0.0,world_bank_v2,4.4498,
GN,2011,64500000.0,38810000.0,0.950607158958116,6785137203.33153,636.694958747648,5.61211177430975,670.0,21.3169268542577,5.024,-17.1165293375314,10656810.0,2.47697352651722,34.0732054685603,64500000.0,38810000.0,-29069.0,,,56.778,,,947127105.96962,956060000.0,1.56858492668315,0.971840661097167,0.168906079774341,GN,Unknown,Unknown,Unknown,0.0,0.0,world_bank_v2,6.0525,39.43
GN,2012,66300000.0,50720000.0,0.868023215975747,7638044556.84656,699.353377212197,5.91528626133322,680.0,15.2262941038638,4.874,-13.5979829951241,10921581.0,2.45416156342286,34.3313936933767,66300000.0,50720000.0,-32808.0,,21.3,57.117,,,762924793.394676,605560000.0,1.72241751234882,1.17588118631506,0.0,GN,Unknown,Unknown,Unknown,0.0,0.0,world_bank_v2,6.0705,2.79
GN,2013,93010000.0,80680000.0,1.11035324196135,8376613539.28278,748.455020824734,3.94568708624053,680.0,11.8875884481828,4.944,-14.2034724942303,11191873.0,2.44471498509098,34.5812741977122,93010000.0,80680000.0,-29136.0,,,57.459,,,853882934.802791,189999.999999999,1.78640142950739,1.43233988492034,0.0,GN,Unknown,Unknown,Unknown,0.0,0.0,world_bank_v2,8.3105,40.29
GN,2014,121425853.218436,35857981.1513977,1.38322289151527,8778473372.82124,765.146999389279,3.69655311664086,730.0,6.1505055670642,5.044,-11.1827727004958,11472924.0,2.48019346390261,34.8177920826682,121425853.218436,35857981.1513977,-22741.0,,,57.581,,,983969561.325927,-73758603.6635933,2.39212231906409,1.78236564949873,0.0,GN,Unknown,Unknown,Unknown,0.0,0.0,world_bank_v2,10.5837,30.55
GN,2015,130582308.432555,25699500.5148516,1.4848682376292,8794201742.84609,747.356966759448,3.82591056949435,740.0,11.7800825029834,5.15,-11.6007986964145,11767070.0,2.53151277572433,35.0373191833496,130582308.432555,25699500.5148516,-15117.0,126657.0,,57.899,,,654264223.613139,53272458.4212993,2.65603967485825,2.18554121816907,0.0,GN,Unknown,Unknown,Unknown,0.0,0.0,world_bank_v2,11.0973,7.54
GN,2016,52170780.8592337,33870677.1223562,0.606922436295308,8595955222.49719,711.996509782316,10.82062719659,760.0,8.17268112275132,4.997,-31.9328390727134,12073030.0,2.56690869267138,35.3100280761719,52170780.8592337,33870677.1223562,-14189.0,,,58.49,,,840496671.437212,1618447260.26485,2.63667204262983,2.35680182581437,0.0,GN,Unknown,Unknown,Unknown,0.0,0.0,world_bank_v2,4.3213,-60.05
GN,2017,44660000.0,27780000.0,0.432556270353519,10324668271.1362,833.598621691121,10.3000053427355,800.0,8.91435947913097,4.86,5.03018582642408,12385659.0,2.55652318226129,35.5827331542969,44660000.0,27780000.0,-13718.0,,,58.715,,,980319295.402435,577590000.0,2.66011458515084,2.35977906747251,0.0,GN,Unknown,Unknown,Unknown,0.0,0.0,world_bank_v2,3.6058,-14.4
GN,2018,28430000.0,22890000.0,0.239773359100361,11857030366.7891,933.273615633705,6.35849192736715,860.0,9.82761701259191,4.835,-1.60638873400794,12704774.0,2.54385572881799,35.8554382324219,28430000.0,22890000.0,-9187.0,,11.7,59.043,,,1242328572.91057,352760000.0,2.69414659157126,2.41639952027525,0.0,GN,Unknown,Unknown,Unknown,0.0,0.0,world_bank_v2,2.2377,-36.34
GN,2019,158130000.0,82690000.0,1.17631205262223,13442861496.4454,1031.34146480732,5.61691446889876,970.0,9.47001039253012,5.018,-2.34042432173531,13034346.0,2.56100451729991,36.1281547546387,158130000.0,82690000.0,-3240.0,,,59.379,,,1379136556.90392,44400000.0,2.6551940717738,2.46650007682541,,GN,Unknown,Unknown,Unknown,0.0,0.0,world_bank_v2,12.1318,456.21
GN,2020,22530000.0,22620000.0,0.159915464208879,14088693742.9464,1053.66097696415,4.70459096113575,1030.0,10.6016203387167,6.007,19.0560604764664,13371183.0,2.55139953603925,36.4802208060551,22530000.0,22620000.0,-4365.0,121437.0,,59.35,,,1499116032.51595,176350000.0,2.66856850136856,2.48543144735306,,GN,Unknown,Unknown,Unknown,0.0,0.0,world_bank_v2,1.685,-85.75
GN,2021,343910000.0,43550000.0,2.01480853069547,17069115737.8259,1244.96550477914,5.5823328114905,1120.0,12.5972882566934,5.815,27.1761588078073,13710513.0,2.50610419423246,36.8502178436256,343910000.0,43550000.0,-4373.0,,,59.373,,,2183067127.24737,197610000.0,2.62989455774448,2.5282561207302,0.0,GN,Unknown,Unknown,Unknown,0.0,0.0,world_bank_v2,25.0837,1426.45
GN,2022,527275700.0,134925700.0,2.64823563849093,19910452541.9219,1416.59612011764,3.97240784200721,1280.0,10.4930409984424,5.174,16.8265386883899,14055137.0,2.48250409145397,37.2384967469106,527275700.0,134925700.0,-3997.0,,,60.432,,,2109566460.25546,658300000.0,2.74008514999744,2.69071424639388,0.0,GN,Unknown,Unknown,Unknown,0.0,0.0,world_bank_v2,37.5148,53.32
GN,2023,496840000.0,89470000.0,2.21728188238975,22407615556.0571,1555.49375806861,5.54172668627702,1340.0,7.80497591927973,5.141,8.48425837744304,14405468.0,2.46199049961035,37.6454083954705,496840000.0,89470000.0,-3997.0,,,60.74,,,1887171051.40105,1314930000.0,2.8049293877007,2.67307373272331,,GN,Unknown,Unknown,Unknown,0.0,0.0,world_bank_v2,34.4897,-5.77
GQ,2010,,0.0,,16314443436.2903,13720.1658723222,-8.92417588851806,7920.0,7.78916547991184,7.847,,1189085.0,4.59586770504622,53.1218806529176,,0.0,22027.0,8658.0,,58.344,,,2346355216.01319,2734000000.0,2.83968625950548,2.54077191639964,1.1384383790898,GQ,Unknown,Unknown,Unknown,0.0,0.0,world_bank_v2,,
GQ,2011,,0.0,,21357343668.9447,17198.2136668275,6.52392362989873,9170.0,4.805389221557,7.837,,1241835.0,4.34060206449919,55.9743349096911,,0.0,17604.0,,,58.827,,,3053840571.59284,1975000000.0,2.85500975699584,4.71076609904314,1.16923745908273,GQ,Unknown,Unknown,Unknown,0.0,0.0,world_bank_v2,,
GQ,2012,,0.0,,22388344143.9131,17308.5723924575,8.31287184445641,11060.0,3.65662048278806,7.761,,1293483.0,4.07484554769573,59.0106940671203,,0.0,17860.0,,,59.301,,,4396979377.35143,985256410.0,3.41624328024947,5.32933951718917,1.14945461208226,GQ,Unknown,Unknown,Unknown,0.0,0.0,world_bank_v2,,
